logo,name,company_id
https://eodhd.com/img/logos/US/FSLR.png,First Solar,199
https://eodhd.com/img/logos/US/FE.png,FirstEnergy,200
https://eodhd.com/img/logos/US/FIS.png,FIS,201
https://eodhd.com/img/logos/US/FI.png,Fiserv,202
https://eodhd.com/img/logos/US/FLT.png,Fleetcor,203
https://eodhd.com/img/logos/US/FMC.png,FMC Corporation,204
https://eodhd.com/img/logos/US/F.png,Ford Motor Company,205
https://eodhd.com/img/logos/US/FTNT.png,Fortinet,206
https://eodhd.com/img/logos/US/FTV.png,Fortive,207
https://eodhd.com/img/logos/US/FOXA.png,Fox Corporation (Class A),208
https://eodhd.com/img/logos/US/FOX.png,Fox Corporation (Class B),209
https://eodhd.com/img/logos/US/BEN.png,Franklin Templeton,210
https://eodhd.com/img/logos/US/FCX.png,Freeport-McMoRan,211
https://eodhd.com/img/logos/US/GRMN.png,Garmin,212
https://eodhd.com/img/logos/US/IT.png,Gartner,213
https://eodhd.com/img/logos/US/GEHC.png,GE HealthCare,214
https://eodhd.com/img/logos/US/GEN.png,Gen Digital,215
https://eodhd.com/img/logos/US/GNRC.png,Generac,216
https://eodhd.com/img/logos/US/GD.png,General Dynamics,217
https://eodhd.com/img/logos/US/GE.png,General Electric,218
https://eodhd.com/img/logos/US/GIS.png,General Mills,219
https://eodhd.com/img/logos/US/GM.png,General Motors,220
https://eodhd.com/img/logos/US/GPC.png,Genuine Parts Company,221
https://eodhd.com/img/logos/US/GILD.png,Gilead Sciences,222
https://eodhd.com/img/logos/US/GL.png,Globe Life,223
https://eodhd.com/img/logos/US/GPN.png,Global Payments,224
https://eodhd.com/img/logos/US/GS.png,Goldman Sachs,225
https://eodhd.com/img/logos/US/HAL.png,Halliburton,226
https://eodhd.com/img/logos/US/HIG.png,Hartford (The),227
https://eodhd.com/img/logos/US/HAS.png,Hasbro,228
https://eodhd.com/img/logos/US/HCA.png,HCA Healthcare,229
https://eodhd.com/img/logos/US/PEAK.png,Healthpeak,230
https://eodhd.com/img/logos/US/HSIC.png,Henry Schein,231
https://eodhd.com/img/logos/US/HSY.png,Hershey's,232
https://eodhd.com/img/logos/US/HES.png,Hess Corporation,233
https://eodhd.com/img/logos/US/HPE.png,Hewlett Packard Enterprise,234
https://eodhd.com/img/logos/US/HLT.png,Hilton Worldwide,235
https://eodhd.com/img/logos/US/HOLX.png,Hologic,236
https://eodhd.com/img/logos/US/HD.png,Home Depot (The),237
https://eodhd.com/img/logos/US/HON.png,Honeywell,238
https://eodhd.com/img/logos/US/HRL.png,Hormel Foods,239
https://eodhd.com/img/logos/US/HST.png,Host Hotels & Resorts,240
https://eodhd.com/img/logos/US/HWM.png,Howmet Aerospace,241
https://eodhd.com/img/logos/US/HPQ.png,HP Inc.,242
https://eodhd.com/img/logos/US/HUM.png,Humana,243
https://eodhd.com/img/logos/US/HBAN.png,Huntington Bancshares,244
https://eodhd.com/img/logos/US/HII.png,Huntington Ingalls Industries,245
https://eodhd.com/img/logos/US/IBM.png,IBM,246
https://eodhd.com/img/logos/US/IEX.png,IDEX Corporation,247
https://eodhd.com/img/logos/US/IDXX.png,Idexx Laboratories,248
https://eodhd.com/img/logos/US/ITW.png,Illinois Tool Works,249
https://eodhd.com/img/logos/US/ILMN.png,Illumina,250
https://eodhd.com/img/logos/US/INCY.png,Incyte,251
https://eodhd.com/img/logos/US/IR.png,Ingersoll Rand,252
https://eodhd.com/img/logos/US/PODD.png,Insulet,253
https://eodhd.com/img/logos/US/INTC.png,Intel,254
https://eodhd.com/img/logos/US/ICE.png,Intercontinental Exchange,255
https://eodhd.com/img/logos/US/IFF.png,International Flavors & Fragrances,256
https://eodhd.com/img/logos/US/IP.png,International Paper,257
https://eodhd.com/img/logos/US/IPG.png,Interpublic Group of Companies (The),258
https://eodhd.com/img/logos/US/INTU.png,Intuit,259
https://eodhd.com/img/logos/US/ISRG.png,Intuitive Surgical,260
https://eodhd.com/img/logos/US/IVZ.png,Invesco,261
https://eodhd.com/img/logos/US/INVH.png,Invitation Homes,262
https://eodhd.com/img/logos/US/IQV.png,IQVIA,263
https://eodhd.com/img/logos/US/IRM.png,Iron Mountain,264
https://eodhd.com/img/logos/US/JBHT.png,J.B. Hunt,265
https://eodhd.com/img/logos/US/JKHY.png,Jack Henry & Associates,266
https://eodhd.com/img/logos/US/J.png,Jacobs Solutions,267
https://eodhd.com/img/logos/US/JNJ.png,Johnson & Johnson,268
https://eodhd.com/img/logos/US/JCI.png,Johnson Controls,269
https://eodhd.com/img/logos/US/JPM.png,JPMorgan Chase,270
https://eodhd.com/img/logos/US/JNPR.png,Juniper Networks,271
https://eodhd.com/img/logos/US/K.png,Kellogg's,272
https://eodhd.com/img/logos/US/KVUE.png,Kenvue,273
https://eodhd.com/img/logos/US/KDP.png,Keurig Dr Pepper,274
https://eodhd.com/img/logos/US/KEY.png,KeyCorp,275
https://eodhd.com/img/logos/US/KEYS.png,Keysight,276
https://eodhd.com/img/logos/US/KMB.png,Kimberly-Clark,277
https://eodhd.com/img/logos/US/KIM.png,Kimco Realty,278
https://eodhd.com/img/logos/US/KMI.png,Kinder Morgan,279
https://eodhd.com/img/logos/US/KLAC.png,KLA Corporation,280
https://eodhd.com/img/logos/US/KHC.png,Kraft Heinz,281
https://eodhd.com/img/logos/US/KR.png,Kroger,282
https://eodhd.com/img/logos/US/LHX.png,L3Harris,283
https://eodhd.com/img/logos/US/LH.png,LabCorp,284
https://eodhd.com/img/logos/US/LRCX.png,Lam Research,285
https://eodhd.com/img/logos/US/LW.png,Lamb Weston,286
https://eodhd.com/img/logos/US/LVS.png,Las Vegas Sands,287
https://eodhd.com/img/logos/US/LDOS.png,Leidos,288
https://eodhd.com/img/logos/US/LEN.png,Lennar,289
https://eodhd.com/img/logos/US/LNC.png,Lincoln Financial,290
https://eodhd.com/img/logos/US/LIN.png,Linde plc,291
https://eodhd.com/img/logos/US/LYV.png,Live Nation Entertainment,292
https://eodhd.com/img/logos/US/LKQ.png,LKQ Corporation,293
https://eodhd.com/img/logos/US/LMT.png,Lockheed Martin,294
https://eodhd.com/img/logos/US/L.png,Loews Corporation,295
https://eodhd.com/img/logos/US/LOW.png,Lowe's,296
https://eodhd.com/img/logos/US/LYB.png,LyondellBasell,297
https://eodhd.com/img/logos/US/MTB.png,M&T Bank,298
https://eodhd.com/img/logos/US/MRO.png,Marathon Oil,299
https://eodhd.com/img/logos/US/MPC.png,Marathon Petroleum,300
https://eodhd.com/img/logos/US/MKTX.png,MarketAxess,301
https://eodhd.com/img/logos/US/MAR.png,Marriott International,302
https://eodhd.com/img/logos/US/MMC.png,Marsh McLennan,303
https://eodhd.com/img/logos/US/MLM.png,Martin Marietta Materials,304
https://eodhd.com/img/logos/US/MAS.png,Masco,305
https://eodhd.com/img/logos/US/MA.png,Mastercard,306
https://eodhd.com/img/logos/US/MTCH.png,Match Group,307
https://eodhd.com/img/logos/US/MKC.png,McCormick & Company,308
https://eodhd.com/img/logos/US/MCD.png,McDonald's,309
https://eodhd.com/img/logos/US/MCK.png,McKesson,310
https://eodhd.com/img/logos/US/MDT.png,Medtronic,311
